application_id,application_time,credit_score,annual_income,debt_to_income,employment_length,loan_amount,loan_purpose,home_ownership,number_of_delinquent_accounts,delinquent_months,months_since_last_delinquent,revolving_utilization,inquiries_last_6m,model_score,probability_of_default,risk_rating,application_status,actual_default,past_due_days,score_band,income_band
CD002120,2025-01-14 14:18:48,753,48790,27.71,20,10158,debt_consolidation,MORTGAGE,1,5,1,84.21,0,631,0.115465,HIGH,DECLINED,0,0,600-700,<50K
CD002121,2025-03-03 16:46:20,613,104443,21.5,11,13984,debt_consolidation,RENT,0,0,0,63.39,2,600,0.123753,HIGH,DECLINED,0,30,600-700,100K+
CD002122,2025-05-21 08:53:27,640,106662,18.02,1,19943,debt_consolidation,OTHER,0,0,0,59.41,1,565,0.334745,HIGH,DECLINED,0,0,<600,100K+
CD002123,2025-06-12 11:19:45,621,68794,20.63,5,15668,credit_card,MORTGAGE,1,6,4,82.54,0,654,0.083349,MEDIUM,APPROVED,0,0,600-700,50-75K
CD002124,2025-04-07 04:41:28,679,96559,19.41,2,16686,debt_consolidation,MORTGAGE,1,3,54,39.81,3,665,0.032869,MEDIUM,APPROVED,0,0,600-700,75-100K
CD002125,2025-04-02 01:32:38,665,69825,35.41,3,30482,major_purchase,OTHER,2,3,56,66.71,1,586,0.206441,HIGH,APPROVED,0,0,<600,50-75K
CD002126,2025-06-01 02:59:58,763,42352,21.35,8,24259,home_improvement,RENT,0,0,0,97.16,2,713,0.008486,LOW,APPROVED,0,0,700-800,<50K
CD002127,2025-02-16 08:19:55,691,98756,29.92,7,25388,credit_card,MORTGAGE,0,0,0,66.38,2,560,0.22886,HIGH,APPROVED,0,0,<600,75-100K
CD002128,2025-03-16 01:19:37,711,34226,28.68,18,7837,credit_card,MORTGAGE,2,4,12,57.75,3,602,0.183111,HIGH,APPROVED,1,90,600-700,<50K
CD002129,2025-01-18 13:06:34,663,57035,32.66,3,22711,credit_card,RENT,0,0,0,5.71,1,630,0.081101,MEDIUM,DECLINED,0,0,600-700,50-75K
CD002130,2025-01-24 05:32:20,735,49849,17.86,3,21872,other,MORTGAGE,1,2,56,0.0,1,761,0.00333,LOW,APPROVED,0,0,700-800,<50K
CD002131,2025-03-21 06:47:02,614,43920,22.03,6,56174,credit_card,MORTGAGE,2,2,48,49.85,1,562,0.467534,VERY_HIGH,DECLINED,1,90,<600,<50K
CD002132,2025-03-17 00:12:43,591,39654,35.18,3,17754,credit_card,OWN,0,0,0,48.93,1,605,0.195593,HIGH,DECLINED,0,0,600-700,<50K
CD002133,2025-02-18 02:48:11,722,56946,33.75,0,20837,other,MORTGAGE,1,6,3,49.9,1,655,0.058877,MEDIUM,DECLINED,0,0,600-700,50-75K
CD002134,2025-03-22 12:53:37,714,45648,21.33,1,19495,debt_consolidation,OWN,1,4,6,50.16,1,596,0.129169,HIGH,DECLINED,0,0,<600,<50K
CD002135,2025-03-01 16:13:11,675,52114,41.39,1,16494,debt_consolidation,RENT,0,0,0,6.52,4,571,0.192549,HIGH,DECLINED,1,150,<600,50-75K
CD002136,2025-04-22 18:56:24,798,45966,30.44,11,11366,debt_consolidation,RENT,0,0,0,42.87,2,770,0.00306,LOW,APPROVED,0,0,700-800,<50K
CD002137,2025-02-19 07:02:55,623,39630,26.87,0,41010,debt_consolidation,MORTGAGE,0,0,0,10.43,0,701,0.016085,LOW,DECLINED,1,90,700-800,<50K
CD002138,2025-04-05 01:45:53,752,47005,29.89,18,32337,home_improvement,RENT,1,2,36,61.16,1,684,0.027823,LOW,APPROVED,0,0,600-700,<50K
CD002139,2025-06-13 19:35:35,758,71754,18.9,13,6248,other,MORTGAGE,0,0,0,57.77,2,772,0.002654,LOW,APPROVED,0,0,700-800,50-75K
CD002140,2025-01-09 10:00:04,604,53988,30.13,3,12023,debt_consolidation,MORTGAGE,0,0,0,53.75,2,513,0.730985,VERY_HIGH,DECLINED,0,0,<600,50-75K
CD002141,2025-06-01 15:02:45,704,34917,29.03,3,36483,debt_consolidation,MORTGAGE,2,8,19,50.72,0,620,0.151185,HIGH,DECLINED,0,60,600-700,<50K
CD002142,2025-04-21 08:50:40,717,47038,50.54,0,20900,major_purchase,MORTGAGE,0,0,0,65.82,3,592,0.271382,HIGH,DECLINED,1,90,<600,<50K
CD002143,2025-02-03 19:36:39,665,32566,24.55,12,25673,credit_card,MORTGAGE,1,1,42,32.79,1,644,0.058333,MEDIUM,APPROVED,0,0,600-700,<50K
CD002144,2025-05-08 14:31:32,666,48000,28.18,15,33647,debt_consolidation,RENT,1,6,6,53.78,0,710,0.01554,LOW,APPROVED,1,150,700-800,<50K
CD002145,2025-06-29 00:09:02,670,61566,12.81,9,29587,credit_card,OWN,0,0,0,43.22,1,637,0.057972,MEDIUM,APPROVED,0,0,600-700,50-75K
CD002146,2025-03-02 21:10:30,625,47709,14.66,24,18435,credit_card,MORTGAGE,1,4,19,36.17,0,656,0.046698,MEDIUM,DECLINED,1,120,600-700,<50K
CD002147,2025-03-31 03:42:02,596,54114,26.02,18,50112,other,RENT,1,2,7,37.84,0,571,0.249181,HIGH,DECLINED,0,30,<600,50-75K
CD002148,2025-03-05 03:46:25,717,93948,45.06,8,14645,major_purchase,RENT,0,0,0,99.83,2,661,0.052119,MEDIUM,DECLINED,1,150,600-700,75-100K
CD002149,2025-02-07 19:53:27,686,46617,23.02,7,8820,debt_consolidation,MORTGAGE,0,0,0,58.35,2,597,0.194427,HIGH,DECLINED,0,0,<600,<50K
CD002150,2025-06-23 07:09:19,675,67452,33.51,10,15942,major_purchase,MORTGAGE,1,7,5,68.13,1,661,0.036874,MEDIUM,APPROVED,0,0,600-700,50-75K
CD002151,2025-03-01 01:36:33,703,39647,28.05,8,52217,other,RENT,0,0,0,0.0,0,770,0.00208,LOW,APPROVED,0,0,700-800,<50K
CD002152,2025-03-03 06:35:19,628,111266,32.32,12,16796,other,MORTGAGE,1,6,37,62.09,0,624,0.105233,HIGH,APPROVED,0,0,600-700,100K+
CD002153,2025-04-19 05:45:49,637,52797,37.76,3,15672,debt_consolidation,RENT,1,3,48,51.5,2,545,0.575693,VERY_HIGH,DECLINED,0,0,<600,50-75K
CD002154,2025-03-13 18:58:13,718,57366,25.94,12,20735,major_purchase,RENT,0,0,0,43.92,1,641,0.099898,HIGH,APPROVED,0,0,600-700,50-75K
CD002155,2025-05-22 07:13:06,673,38998,30.41,3,21800,credit_card,MORTGAGE,2,2,21,89.99,0,577,0.19119,HIGH,DECLINED,0,0,<600,<50K
CD002156,2025-03-28 08:37:07,700,78460,26.47,13,23395,home_improvement,MORTGAGE,1,3,24,40.3,4,636,0.079161,MEDIUM,DECLINED,0,0,600-700,75-100K
CD002157,2025-01-02 09:54:47,733,84345,10.36,6,14027,home_improvement,MORTGAGE,0,0,0,43.41,2,719,0.01262,LOW,APPROVED,0,0,700-800,75-100K
CD002158,2025-06-08 15:54:53,770,106369,32.04,4,20864,debt_consolidation,OTHER,0,0,0,100.0,1,723,0.010867,LOW,APPROVED,0,0,700-800,100K+
CD002159,2025-04-20 05:23:59,622,45693,28.73,17,48148,debt_consolidation,OTHER,0,0,0,49.05,2,575,0.342921,HIGH,APPROVED,0,0,<600,<50K
CD002160,2025-02-15 21:20:47,641,73372,27.87,4,26620,debt_consolidation,MORTGAGE,0,0,0,79.17,1,585,0.184261,HIGH,APPROVED,0,0,<600,50-75K
CD002161,2025-01-01 01:58:18,593,24852,35.71,2,24697,debt_consolidation,RENT,1,5,2,76.48,1,567,0.325102,HIGH,APPROVED,1,90,<600,<50K
CD002162,2025-02-12 02:26:58,634,30346,24.22,1,6333,credit_card,RENT,0,0,0,82.28,2,664,0.056437,MEDIUM,APPROVED,1,90,600-700,<50K
CD002163,2025-05-12 13:39:41,701,98450,40.93,9,19493,major_purchase,MORTGAGE,1,6,54,47.76,2,553,0.411775,HIGH,DECLINED,1,60,<600,75-100K
CD002164,2025-06-07 14:27:00,643,99862,27.24,3,26547,major_purchase,RENT,1,1,24,54.6,0,549,0.408185,HIGH,DECLINED,1,120,<600,75-100K
CD002165,2025-03-04 13:20:21,794,57985,20.07,0,20135,credit_card,OTHER,0,0,0,87.18,2,691,0.014695,LOW,APPROVED,0,0,600-700,50-75K
CD002166,2025-06-15 03:07:50,649,60526,31.27,0,61134,debt_consolidation,OWN,3,3,1,67.38,0,621,0.137339,HIGH,APPROVED,1,90,600-700,50-75K
CD002167,2025-06-09 14:41:57,573,167842,45.65,2,22177,other,OWN,2,2,44,96.27,0,527,0.701397,VERY_HIGH,DECLINED,1,60,<600,100K+
CD002168,2025-06-22 04:26:21,623,79617,22.55,1,12788,debt_consolidation,RENT,0,0,0,50.3,0,679,0.034461,MEDIUM,APPROVED,0,0,600-700,75-100K
CD002169,2025-05-30 12:50:19,789,95666,29.48,1,18941,credit_card,RENT,0,0,0,40.64,0,758,0.003229,LOW,APPROVED,0,0,700-800,75-100K
CD002170,2025-03-29 19:04:48,623,75704,13.19,1,55052,debt_consolidation,MORTGAGE,1,8,6,16.09,1,695,0.026506,LOW,APPROVED,0,0,600-700,75-100K
CD002171,2025-02-11 10:03:11,669,57396,39.43,9,8673,debt_consolidation,MORTGAGE,0,0,0,36.92,0,694,0.016601,LOW,APPROVED,0,0,600-700,50-75K
CD002172,2025-06-08 08:17:30,627,33965,18.29,4,17099,home_improvement,RENT,1,2,54,50.39,1,599,0.177351,HIGH,DECLINED,0,0,<600,<50K
CD002173,2025-03-10 07:15:43,611,70922,18.16,4,32613,debt_consolidation,OWN,0,0,0,83.36,2,529,0.663204,VERY_HIGH,DECLINED,1,90,<600,50-75K
CD002174,2025-01-14 22:42:04,737,59435,26.41,9,25668,credit_card,RENT,1,2,22,70.65,4,747,0.006212,LOW,APPROVED,0,0,700-800,50-75K
CD002175,2025-02-09 17:52:53,606,60002,20.58,0,31891,debt_consolidation,OWN,2,4,48,8.09,1,559,0.457319,VERY_HIGH,DECLINED,0,0,<600,50-75K
CD002176,2025-05-06 13:42:30,573,72629,26.42,14,7147,home_improvement,RENT,1,8,11,68.44,3,505,0.77294,VERY_HIGH,DECLINED,1,150,<600,50-75K
CD002177,2025-02-22 14:41:12,631,57654,17.37,2,16137,debt_consolidation,OWN,0,0,0,54.72,2,556,0.399646,HIGH,DECLINED,0,0,<600,50-75K
CD002178,2025-02-18 17:25:57,636,114162,22.96,1,31674,credit_card,RENT,0,0,0,30.18,2,629,0.098599,HIGH,APPROVED,0,0,600-700,100K+
CD002179,2025-02-04 20:53:24,697,33828,29.46,8,12466,debt_consolidation,MORTGAGE,0,0,0,97.18,1,666,0.040454,MEDIUM,APPROVED,0,0,600-700,<50K
CD002180,2025-02-10 09:50:38,679,74076,37.03,4,13577,other,OWN,0,0,0,26.13,3,630,0.079404,MEDIUM,APPROVED,0,0,600-700,50-75K
CD002181,2025-04-10 21:26:02,741,38254,19.69,1,73440,debt_consolidation,RENT,1,3,46,78.8,4,644,0.059247,MEDIUM,APPROVED,0,0,600-700,<50K
CD002182,2025-06-01 22:05:06,661,51354,14.37,1,16280,other,RENT,0,0,0,51.34,1,702,0.019272,LOW,APPROVED,1,90,700-800,50-75K
CD002183,2025-05-26 23:04:09,697,33215,23.34,0,24780,debt_consolidation,OTHER,0,0,0,100.0,3,713,0.011776,LOW,APPROVED,1,120,700-800,<50K
CD002184,2025-06-23 07:08:51,700,56362,28.97,3,52752,debt_consolidation,OWN,0,0,0,76.76,1,552,0.380586,HIGH,DECLINED,0,0,<600,50-75K
CD002185,2025-05-27 01:13:30,729,91118,25.59,7,32746,debt_consolidation,RENT,3,5,31,100.0,3,535,0.509295,VERY_HIGH,DECLINED,0,0,<600,75-100K
CD002186,2025-02-28 19:53:21,605,73431,30.28,3,25187,debt_consolidation,RENT,0,0,0,53.64,0,579,0.22646,HIGH,APPROVED,0,0,<600,50-75K
CD002187,2025-05-26 09:36:57,654,54157,22.88,36,22794,debt_consolidation,RENT,2,7,12,12.38,5,577,0.220767,HIGH,DECLINED,1,90,<600,50-75K
CD002188,2025-05-23 13:01:09,521,122597,29.6,7,23871,other,OTHER,1,5,12,69.82,0,521,0.663964,VERY_HIGH,DECLINED,1,90,<600,100K+
CD002189,2025-06-05 16:22:50,628,37653,37.95,7,13630,credit_card,MORTGAGE,0,0,0,63.48,4,491,0.810491,VERY_HIGH,DECLINED,1,150,<600,<50K
CD002190,2025-01-04 09:33:57,605,124652,18.69,6,17640,debt_consolidation,MORTGAGE,2,4,31,48.69,1,532,0.561888,VERY_HIGH,DECLINED,1,120,<600,100K+
CD002191,2025-06-21 10:36:02,624,51413,26.1,16,17879,home_improvement,RENT,1,4,46,63.07,3,562,0.282852,HIGH,DECLINED,1,120,<600,50-75K
CD002192,2025-05-11 19:09:00,758,102111,27.81,6,34531,debt_consolidation,MORTGAGE,0,0,0,19.87,1,761,0.002812,LOW,APPROVED,0,0,700-800,100K+
CD002193,2025-04-02 15:34:04,729,59812,23.8,6,12209,debt_consolidation,MORTGAGE,1,3,22,23.77,1,676,0.017885,LOW,APPROVED,0,0,600-700,50-75K
CD002194,2025-06-06 11:41:37,588,49283,22.31,11,4548,home_improvement,MORTGAGE,2,0,11,13.71,0,546,0.478104,VERY_HIGH,DECLINED,1,60,<600,<50K
CD002195,2025-05-19 19:59:39,772,121671,5.52,11,31010,debt_consolidation,MORTGAGE,0,0,0,79.57,2,805,0.000923,LOW,APPROVED,0,0,800+,100K+
CD002196,2025-04-06 22:49:12,743,42238,21.64,8,44379,debt_consolidation,OWN,0,0,0,41.93,1,760,0.003348,LOW,APPROVED,0,0,700-800,<50K
CD002197,2025-01-20 07:28:20,682,70745,27.83,2,8961,debt_consolidation,RENT,0,0,0,10.22,0,667,0.026573,LOW,APPROVED,0,0,600-700,50-75K
CD002198,2025-06-04 14:12:17,666,82492,28.83,2,8807,debt_consolidation,RENT,0,0,0,27.34,2,696,0.026979,LOW,APPROVED,1,120,600-700,75-100K
CD002199,2025-01-20 05:08:54,664,96051,42.39,11,18934,major_purchase,OWN,0,0,0,56.35,0,540,0.565294,VERY_HIGH,DECLINED,1,90,<600,75-100K
CD002200,2025-02-18 10:52:56,670,37031,15.2,2,12952,debt_consolidation,MORTGAGE,0,0,0,77.18,1,634,0.115616,HIGH,APPROVED,0,0,600-700,<50K
CD002201,2025-04-25 07:35:32,708,91566,11.67,6,19599,debt_consolidation,MORTGAGE,1,5,25,49.93,1,746,0.003979,LOW,APPROVED,0,0,700-800,75-100K
CD002202,2025-06-08 00:24:43,657,32820,27.7,2,33489,debt_consolidation,RENT,3,4,51,73.71,1,566,0.327247,HIGH,DECLINED,1,90,<600,<50K
CD002203,2025-06-20 12:14:15,727,64512,23.36,6,30419,debt_consolidation,RENT,2,4,16,53.25,2,682,0.035848,MEDIUM,APPROVED,0,0,600-700,50-75K
CD002204,2025-01-19 08:38:29,653,78103,31.93,1,23957,debt_consolidation,OWN,2,2,39,94.18,5,467,0.903041,VERY_HIGH,DECLINED,1,120,<600,75-100K
CD002205,2025-04-26 14:53:28,633,76054,20.71,2,10928,major_purchase,RENT,0,0,0,55.78,0,620,0.102851,HIGH,DECLINED,0,0,600-700,75-100K
CD002206,2025-06-16 03:21:10,664,62291,17.96,13,16548,major_purchase,MORTGAGE,0,0,0,58.88,1,618,0.109494,HIGH,APPROVED,1,90,600-700,50-75K
CD002207,2025-04-05 11:50:26,690,59484,26.21,0,13166,debt_consolidation,OWN,0,0,0,31.38,1,660,0.034164,MEDIUM,APPROVED,0,0,600-700,50-75K
CD002208,2025-02-28 07:41:59,694,69709,22.94,22,27753,major_purchase,MORTGAGE,0,0,0,62.15,1,695,0.01929,LOW,APPROVED,0,0,600-700,50-75K
CD002209,2025-06-24 12:03:12,670,44466,36.01,2,42931,other,MORTGAGE,2,3,22,50.8,1,545,0.406181,HIGH,DECLINED,0,30,<600,<50K
CD002210,2025-02-01 14:45:58,587,102314,21.83,1,16429,credit_card,RENT,0,0,0,41.97,0,689,0.026597,LOW,APPROVED,0,0,600-700,100K+
CD002211,2025-05-17 09:28:06,596,95271,24.31,0,35727,other,MORTGAGE,1,5,38,92.56,0,627,0.100835,HIGH,APPROVED,0,0,600-700,75-100K
CD002212,2025-05-25 15:39:33,576,56725,25.72,2,37026,debt_consolidation,OWN,1,4,12,76.53,3,480,0.842573,VERY_HIGH,DECLINED,1,120,<600,50-75K
CD002213,2025-01-21 14:41:10,655,84956,18.23,8,29692,credit_card,OWN,1,5,11,32.6,1,605,0.142175,HIGH,APPROVED,0,0,600-700,75-100K
CD002214,2025-05-31 17:49:08,709,51536,11.02,10,10884,debt_consolidation,RENT,0,0,0,81.48,2,683,0.032275,MEDIUM,DECLINED,0,0,600-700,50-75K
CD002215,2025-03-25 10:06:31,672,72933,26.68,0,11235,credit_card,RENT,0,0,0,62.81,0,702,0.019193,LOW,APPROVED,0,0,700-800,50-75K
CD002216,2025-01-16 08:48:59,668,46668,27.54,3,17578,home_improvement,MORTGAGE,1,5,11,62.4,2,559,0.364168,HIGH,DECLINED,0,0,<600,<50K
CD002217,2025-05-13 15:15:23,644,74367,20.19,6,26317,other,RENT,1,2,10,88.04,1,607,0.116141,HIGH,APPROVED,0,0,600-700,50-75K
CD002218,2025-04-12 17:46:55,652,77965,26.83,0,14081,major_purchase,MORTGAGE,0,0,0,99.68,1,613,0.187727,HIGH,APPROVED,0,30,600-700,75-100K
CD002219,2025-01-30 00:07:23,634,53296,17.34,16,13841,home_improvement,MORTGAGE,2,1,57,48.34,2,530,0.469643,VERY_HIGH,APPROVED,0,0,<600,50-75K
CD002220,2025-06-28 12:18:24,730,28432,27.16,1,60680,credit_card,MORTGAGE,2,5,35,59.33,0,669,0.039326,MEDIUM,APPROVED,0,60,600-700,<50K
CD002221,2025-03-22 03:38:08,602,116560,21.37,7,20593,home_improvement,RENT,0,0,0,1.29,1,637,0.045938,MEDIUM,APPROVED,1,90,600-700,100K+
CD002222,2025-05-17 22:35:25,622,86797,16.42,7,57005,debt_consolidation,MORTGAGE,1,9,37,4.07,1,735,0.011104,LOW,APPROVED,0,0,700-800,75-100K
CD002223,2025-03-24 05:17:54,698,80203,32.69,7,16761,major_purchase,MORTGAGE,2,8,35,51.85,5,619,0.13661,HIGH,APPROVED,0,0,600-700,75-100K
CD002224,2025-02-10 08:39:37,651,89436,39.14,3,16202,debt_consolidation,MORTGAGE,1,6,59,61.52,4,500,0.696113,VERY_HIGH,DECLINED,1,90,<600,75-100K
CD002225,2025-01-03 04:15:31,707,63262,27.95,2,27180,other,RENT,0,0,0,25.38,2,661,0.038227,MEDIUM,DECLINED,0,0,600-700,50-75K
CD002226,2025-05-28 01:33:23,645,82828,32.44,7,20522,debt_consolidation,MORTGAGE,0,0,0,75.93,2,629,0.103935,HIGH,APPROVED,1,90,600-700,75-100K
CD002227,2025-03-14 14:15:47,695,73321,44.96,0,7745,credit_card,RENT,1,2,6,61.96,1,608,0.080408,MEDIUM,APPROVED,0,0,600-700,50-75K
CD002228,2025-06-23 06:21:39,684,33153,31.75,12,87298,other,RENT,1,4,53,46.71,1,519,0.51644,VERY_HIGH,DECLINED,0,0,<600,<50K
CD002229,2025-02-14 20:33:56,600,38393,42.4,3,20574,major_purchase,RENT,0,0,0,42.11,1,577,0.304078,HIGH,DECLINED,1,120,<600,<50K
CD002230,2025-02-10 14:29:29,702,28481,26.45,0,90000,other,MORTGAGE,0,0,0,21.75,1,663,0.037003,MEDIUM,DECLINED,0,0,600-700,<50K
CD002231,2025-01-19 05:40:43,741,37762,20.73,3,8268,major_purchase,RENT,1,6,36,47.85,3,661,0.045051,MEDIUM,APPROVED,0,0,600-700,<50K
CD002232,2025-03-10 23:08:48,634,42914,44.61,6,26850,debt_consolidation,MORTGAGE,0,0,0,49.46,3,556,0.407334,HIGH,APPROVED,1,150,<600,<50K
CD002233,2025-01-31 11:06:43,664,39971,13.52,0,30443,home_improvement,MORTGAGE,0,0,0,22.51,2,667,0.033156,MEDIUM,APPROVED,0,0,600-700,<50K
CD002234,2025-05-12 06:04:27,707,20138,15.31,1,65353,major_purchase,OWN,0,0,0,36.25,3,697,0.021024,LOW,APPROVED,0,0,600-700,<50K
CD002235,2025-05-22 16:56:29,756,52347,32.89,4,60443,home_improvement,MORTGAGE,2,5,53,37.99,3,688,0.027953,LOW,APPROVED,0,0,600-700,50-75K
CD002236,2025-03-24 06:35:35,691,35277,29.68,6,16296,major_purchase,RENT,1,6,14,29.05,2,535,0.493866,VERY_HIGH,DECLINED,1,90,<600,<50K
CD002237,2025-06-24 19:51:37,800,29657,16.97,7,13774,major_purchase,MORTGAGE,1,2,1,40.26,0,761,0.003976,LOW,APPROVED,0,0,700-800,<50K
CD002238,2025-03-20 22:55:13,650,63144,36.56,8,24840,debt_consolidation,OTHER,1,2,20,38.62,1,532,0.540186,VERY_HIGH,DECLINED,0,0,<600,50-75K
CD002239,2025-03-29 13:33:29,778,91597,28.22,7,25861,credit_card,MORTGAGE,0,0,0,83.62,2,659,0.036769,MEDIUM,APPROVED,0,0,600-700,75-100K
CD002240,2025-05-19 11:47:18,631,99483,23.06,4,30726,other,RENT,0,0,0,55.16,1,656,0.049976,MEDIUM,APPROVED,0,0,600-700,75-100K
CD002241,2025-04-09 06:09:42,671,76621,28.47,23,3805,credit_card,RENT,3,3,14,43.46,0,623,0.083932,MEDIUM,DECLINED,0,0,600-700,75-100K
CD002242,2025-03-15 20:31:00,622,84667,27.19,16,23694,debt_consolidation,OTHER,0,0,0,39.48,2,565,0.359907,HIGH,DECLINED,0,0,<600,75-100K
CD002243,2025-01-14 09:55:27,727,171748,21.61,17,33404,credit_card,RENT,1,4,55,66.35,3,755,0.002581,LOW,APPROVED,0,0,700-800,100K+
CD002244,2025-03-29 00:27:00,707,37162,28.75,6,12200,other,MORTGAGE,0,0,0,58.74,0,746,0.005334,LOW,APPROVED,0,0,700-800,<50K
CD002245,2025-02-07 14:58:05,576,89808,20.59,4,23432,debt_consolidation,MORTGAGE,2,2,9,22.42,2,585,0.253695,HIGH,DECLINED,1,60,<600,75-100K
CD002246,2025-06-09 16:03:57,527,44740,30.49,8,17320,debt_consolidation,RENT,0,0,0,56.39,0,547,0.512912,VERY_HIGH,DECLINED,1,150,<600,<50K
CD002247,2025-03-25 03:18:08,791,74608,41.2,0,12285,home_improvement,MORTGAGE,1,4,46,16.23,2,713,0.011048,LOW,APPROVED,0,0,700-800,50-75K
CD002248,2025-03-07 22:43:06,656,55938,35.05,6,16081,debt_consolidation,RENT,1,5,17,83.16,1,602,0.13234,HIGH,DECLINED,0,0,600-700,50-75K
CD002249,2025-04-18 11:20:55,580,63816,31.03,0,18728,major_purchase,MORTGAGE,1,4,49,75.07,2,505,0.727517,VERY_HIGH,DECLINED,1,120,<600,50-75K
CD002250,2025-02-08 21:44:08,622,53943,27.8,4,24539,debt_consolidation,RENT,0,0,0,19.51,0,558,0.456378,VERY_HIGH,DECLINED,0,0,<600,50-75K
CD002251,2025-02-04 11:44:09,646,47871,48.45,14,24276,debt_consolidation,MORTGAGE,1,3,17,60.53,0,593,0.221238,HIGH,DECLINED,1,120,<600,<50K
CD002252,2025-02-14 06:17:31,759,39858,23.92,6,20947,credit_card,MORTGAGE,0,0,0,61.87,2,679,0.036406,MEDIUM,DECLINED,0,0,600-700,<50K
CD002253,2025-01-08 19:23:11,696,95658,16.53,5,23861,debt_consolidation,MORTGAGE,0,0,0,64.12,2,708,0.009269,LOW,APPROVED,0,0,700-800,75-100K
CD002254,2025-04-22 23:41:29,674,86212,32.1,4,24156,other,OWN,1,3,29,68.7,3,617,0.108514,HIGH,DECLINED,0,0,600-700,75-100K
CD002255,2025-06-25 15:48:57,620,81754,26.22,0,22556,debt_consolidation,RENT,0,0,0,12.53,1,645,0.066384,MEDIUM,APPROVED,0,0,600-700,75-100K
CD002256,2025-02-12 21:59:13,709,56026,30.55,1,17592,debt_consolidation,MORTGAGE,0,0,0,66.07,2,719,0.008972,LOW,APPROVED,0,60,700-800,50-75K
CD002257,2025-06-24 14:29:46,575,30397,21.92,3,32164,debt_consolidation,RENT,0,0,0,69.39,2,596,0.236869,HIGH,DECLINED,1,150,<600,<50K
CD002258,2025-03-25 08:02:17,734,55912,9.75,12,8769,debt_consolidation,MORTGAGE,1,3,43,39.12,3,667,0.028922,LOW,APPROVED,0,0,600-700,50-75K
CD002259,2025-06-10 16:22:21,725,94201,28.16,5,55825,credit_card,MORTGAGE,3,4,40,48.56,0,712,0.010454,LOW,APPROVED,0,0,700-800,75-100K
CD002260,2025-04-02 10:20:09,646,30037,38.18,8,25916,credit_card,OWN,2,4,5,60.29,0,547,0.385702,HIGH,DECLINED,0,0,<600,<50K
CD002261,2025-06-02 02:45:50,589,95056,15.22,7,8083,debt_consolidation,RENT,1,2,39,31.17,0,650,0.057897,MEDIUM,APPROVED,0,0,600-700,75-100K
CD002262,2025-04-18 11:26:42,637,77810,30.66,5,20540,debt_consolidation,MORTGAGE,1,1,45,61.18,2,601,0.172896,HIGH,APPROVED,0,0,600-700,75-100K
CD002263,2025-02-21 02:33:37,665,58598,35.01,1,26997,debt_consolidation,OWN,0,0,0,44.97,1,635,0.054555,MEDIUM,DECLINED,1,90,600-700,50-75K
CD002264,2025-06-02 04:20:10,782,38202,29.45,6,26394,credit_card,RENT,2,2,37,40.29,1,668,0.033478,MEDIUM,APPROVED,0,0,600-700,<50K
CD002265,2025-04-02 21:44:21,765,101797,38.57,3,23014,credit_card,OWN,2,3,26,59.9,3,627,0.123889,HIGH,APPROVED,0,0,600-700,100K+
CD002266,2025-03-12 21:23:54,636,29944,28.73,22,21812,major_purchase,RENT,1,4,38,41.57,1,645,0.067604,MEDIUM,DECLINED,0,0,600-700,<50K
CD002267,2025-05-17 12:01:20,630,50075,12.38,6,18857,credit_card,MORTGAGE,1,5,47,20.27,3,619,0.121865,HIGH,APPROVED,0,0,600-700,50-75K
CD002268,2025-05-23 16:21:58,596,42178,16.13,5,13059,home_improvement,MORTGAGE,0,0,0,70.65,3,629,0.150147,HIGH,DECLINED,1,150,600-700,<50K
CD002269,2025-04-17 21:02:46,692,59487,15.16,9,9869,debt_consolidation,MORTGAGE,0,0,0,68.64,3,616,0.096171,HIGH,APPROVED,0,0,600-700,50-75K
CD002270,2025-02-12 04:02:25,642,67112,33.8,5,41721,debt_consolidation,OTHER,1,3,19,39.13,1,559,0.381152,HIGH,APPROVED,0,0,<600,50-75K
CD002271,2025-02-26 20:02:45,710,61517,27.49,8,34878,debt_consolidation,MORTGAGE,1,2,43,88.49,2,646,0.041679,MEDIUM,APPROVED,0,0,600-700,50-75K
CD002272,2025-06-08 05:43:52,675,38998,31.23,11,21799,major_purchase,MORTGAGE,1,7,20,29.82,1,595,0.191883,HIGH,APPROVED,1,150,<600,<50K
CD002273,2025-01-24 18:40:10,642,42717,24.42,3,60619,debt_consolidation,RENT,0,0,0,58.53,2,585,0.173201,HIGH,APPROVED,0,0,<600,<50K
CD002274,2025-02-15 23:44:58,616,62483,15.66,18,16073,credit_card,MORTGAGE,0,0,0,3.35,3,695,0.017737,LOW,APPROVED,0,0,600-700,50-75K
CD002275,2025-06-28 19:48:47,584,69034,28.85,0,67546,major_purchase,RENT,1,4,47,21.82,1,627,0.1307,HIGH,APPROVED,1,90,600-700,50-75K
CD002276,2025-04-02 00:51:16,704,154450,34.04,1,17188,debt_consolidation,RENT,1,2,40,66.19,0,708,0.013462,LOW,APPROVED,0,0,700-800,100K+
CD002277,2025-04-04 07:44:44,599,119259,35.99,6,61830,home_improvement,OWN,1,6,51,74.3,3,530,0.619209,VERY_HIGH,DECLINED,0,0,<600,100K+
CD002278,2025-03-18 03:51:23,710,57932,24.06,12,42673,debt_consolidation,MORTGAGE,1,3,14,80.65,1,664,0.028568,LOW,DECLINED,0,0,600-700,50-75K
